GenomeID	Entry	Entry name	Status	Protein names	Gene names	Length	Proteomes
YGR135W	P23638	PSA3_YEAST	reviewed	Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit Y13) (Multicatalytic endopeptidase complex subunit Y13) (Proteasome component Y13) (Proteinase YSCE subunit 13)	PRE9 PRS5 YGR135W	258	UP000002311: Chromosome VII
YGR136W	P53281	LSB1_YEAST	reviewed	LAS seventeen-binding protein 1 (LAS17-binding protein 1)	LSB1 YGR136W	241	UP000002311: Chromosome VII
YGR140W	P32504	CBF3A_YEAST	reviewed	Centromere DNA-binding protein complex CBF3 subunit A (Centromere-binding factor 2) (Chromosome transmission fidelity protein 14) (Kinetochore protein CTF14)	CBF2 CBF3A CEP2 CTF14 NDC10 YGR140W	956	UP000002311: Chromosome VII
YGR143W	P33336	SKN1_YEAST	reviewed	Beta-glucan synthesis-associated protein SKN1	SKN1 YGR143W	771	UP000002311: Chromosome VII
YGR148C	P24000	RL24B_YEAST	reviewed	60S ribosomal protein L24-B (L30) (Large ribosomal subunit protein eL24-B) (RP29) (YL21)	RPL24B RPL30B YGR148C G6635	155	UP000002311: Chromosome VII
YGR152C	P13856	RSR1_YEAST	reviewed	Ras-related protein RSR1	RSR1 BUD1 YGR152C G6658	272	UP000002311: Chromosome VII
YGR158C	P48240	MTR3_YEAST	reviewed	Exosome complex component MTR3 (mRNA transport regulator 3)	MTR3 YGR158C G6676	250	UP000002311: Chromosome VII
YGR162W	P39935	IF4F1_YEAST	reviewed	Eukaryotic initiation factor 4F subunit p150 (eIF-4F p150) (eIF4F p150) (eIF4G1) (mRNA cap-binding protein complex subunit p150)	TIF4631 YGR162W	952	UP000002311: Chromosome VII
YGR167W	P17891	CLC1_YEAST	reviewed	Clathrin light chain (CLC)	CLC1 YGR167W	233	UP000002311: Chromosome VII
YGR172C	P53039	YIP1_YEAST	reviewed	Protein transport protein YIP1 (YPT-interacting protein 1)	YIP1 YGR172C	248	UP000002311: Chromosome VII
YGR180C	P49723	RIR4_YEAST	reviewed	Ribonucleoside-diphosphate reductase small chain 2 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 2) (Ribonucleotide reductase small subunit 2)	RNR4 CRT3 YGR180C	345	UP000002311: Chromosome VII
YGR183C	P22289	QCR9_YEAST	reviewed	Cytochrome b-c1 complex subunit 9, mitochondrial (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7.3 kDa protein) (Ubiquinol-cytochrome c oxidoreductase subunit 9) (Ubiquinol-cytochrome c reductase 7.3 kDa protein)	QCR9 UCR9 YGR183C	66	UP000002311: Chromosome VII
YGR184C	P19812	UBR1_YEAST	reviewed	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-end-recognizing protein) (N-recognin-1) (RING-type E3 ubiquitin transferase UBR1)	UBR1 PTR1 YGR184C G7168	1950	UP000002311: Chromosome VII
YGR185C	P36421	SYYC_YEAST	reviewed	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	TYS1 MGM104 YGR185C G7522	394	UP000002311: Chromosome VII
YGR186W	P41895	T2FA_YEAST	reviewed	Transcription initiation factor IIF subunit alpha (TFIIF-alpha) (TFIIF large subunit) (Transcription factor G 105 kDa subunit) (P105)	TFG1 SSU71 YGR186W G7526	735	UP000002311: Chromosome VII
YGR188C	P41695	BUB1_YEAST	reviewed	Checkpoint serine/threonine-protein kinase BUB1 (EC 2.7.11.1)	BUB1 YGR188C G7542	1021	UP000002311: Chromosome VII
YGR214W	P32905	RSSA1_YEAST	reviewed	40S ribosomal protein S0-A (Nucleic acid-binding protein NAB1A) (Small ribosomal subunit protein uS2-A)	RPS0A NAB1 NAB1A YST1 YGR214W	252	UP000002311: Chromosome VII
YGR218W	P30822	XPO1_YEAST	reviewed	Exportin-1 (Chromosome region maintenance protein 1) (Karyopherin-124)	CRM1 KAP124 XPO1 YGR218W G8514	1084	UP000002311: Chromosome VII
YGR229C	P32566	SMI1_YEAST	reviewed	Cell wall assembly regulator SMI1 (Killer toxin-resistance protein 4)	SMI1 KNR4 KTR4 YGR229C G8553	505	UP000002311: Chromosome VII
YGR233C	P17442	PHO81_YEAST	reviewed	Phosphate system positive regulatory protein PHO81 (CDK inhibitor PHO81)	PHO81 YGR233C G8567	1178	UP000002311: Chromosome VII
YGR238C	P50090	KEL2_YEAST	reviewed	Kelch repeat-containing protein 2	KEL2 YGR238C G8585	882	UP000002311: Chromosome VII
YGR239C	P50091	PEX21_YEAST	reviewed	Peroxisomal membrane protein PEX21 (Peroxin-21)	PEX21 YGR239C G8593	288	UP000002311: Chromosome VII
YGR240C	P16861	PFKA1_YEAST	reviewed	ATP-dependent 6-phosphofructokinase subunit alpha (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 1) (Phosphohexokinase)	PFK1 YGR240C G8599	987	UP000002311: Chromosome VII
YGR244C	P53312	SUCB_YEAST	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	LSC2 YGR244C G8625	427	UP000002311: Chromosome VII
YGR246C	P29056	TF3B_YEAST	reviewed	Transcription factor IIIB 70 kDa subunit (TFIIIB) (B-related factor 1) (BRF-1)	BRF1 PCF4 TDS4 YGR246C	596	UP000002311: Chromosome VII
YGR253C	P32379	PSA5_YEAST	reviewed	Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain subunit PUP2) (Multicatalytic endopeptidase complex subunit PUP2) (Proteasome component PUP2) (Proteinase YSCE subunit PUP2)	PUP2 DOA5 YGR253C G9155	260	UP000002311: Chromosome VII
YGR254W	P00924	ENO1_YEAST	reviewed	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	ENO1 ENOA HSP48 YGR254W G9160	437	UP000002311: Chromosome VII
YGR261C	P46682	AP3B_YEAST	reviewed	AP-3 complex subunit beta (Adaptor-related protein complex 3 subunit beta) (Beta-3-adaptin) (Clathrin assembly protein complex 3 beta large chain) (Clathrin assembly protein large beta chain)	APL6 YKS5 YGR261C G9331	809	UP000002311: Chromosome VII
YGR267C	P51601	GCH1_YEAST	reviewed	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	FOL2 YGR267C G9349	243	UP000002311: Chromosome VII
YGR268C	P40325	HUA1_YEAST	reviewed	Proline-rich protein HUA1	HUA1 YGR268C	198	UP000002311: Chromosome VII
YGR274C	P46677	TAF1_YEAST	reviewed	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (TAFII-130) (TAFII-145) (TBP-associated factor 1) (TBP-associated factor 145 kDa)	TAF1 TAF130 TAF145 YGR274C G9374	1066	UP000002311: Chromosome VII
YHL002W	P38753	HSE1_YEAST	reviewed	Class E vacuolar protein-sorting machinery protein HSE1	HSE1 YHL002W	452	UP000002311: Chromosome VIII
YHL003C	P38703	LAG1_YEAST	reviewed	Ceramide synthase LAG1 (EC 2.3.1.-) (Longevity assurance factor 1) (Longevity assurance gene 1 protein) (Longevity assurance protein 1) (Sphingosine N-acyltransferase LAG1) (EC 2.3.1.24)	LAG1 YHL003C	411	UP000002311: Chromosome VIII
YHL006C	P38751	SHU1_YEAST	reviewed	Suppressor of HU sensitivity involved in recombination protein 1	SHU1 YHL006C	150	UP000002311: Chromosome VIII
YHL007C	Q03497	STE20_YEAST	reviewed	Serine/threonine-protein kinase STE20 (EC 2.7.11.1)	STE20 YHL007C	939	UP000002311: Chromosome VIII
YHL015W	P38701	RS20_YEAST	reviewed	40S ribosomal protein S20 (Small ribosomal subunit protein uS10)	RPS20 URP2 YHL015W	121	UP000002311: Chromosome VIII
YHL018W	P38744	PHS_YEAST	reviewed	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	YHL018W	120	UP000002311: Chromosome VIII
YHL027W	P33400	PACC_YEAST	reviewed	pH-response transcription factor pacC/RIM101 (Regulator of IME2 protein 1) (pH-response regulator protein RIM101)	RIM101 RIM1 YHL027W	625	UP000002311: Chromosome VIII
YHL031C	P38736	GOSR1_YEAST	reviewed	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	GOS1 YHL031C	223	UP000002311: Chromosome VIII
YHL033C	P17076	RL8A_YEAST	reviewed	60S ribosomal protein L8-A (L4) (L4-2) (L7a-1) (Large ribosomal subunit protein eL8-A) (Maintenance of killer protein 7) (RP6) (YL5)	RPL8A MAK7 RPL4A YHL033C	256	UP000002311: Chromosome VIII
YHR004C	P38757	NEM1_YEAST	reviewed	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	NEM1 YHR004C	446	UP000002311: Chromosome VIII
YHR005C	P08539	GPA1_YEAST	reviewed	Guanine nucleotide-binding protein alpha-1 subunit (GP1-alpha)	GPA1 CDC70 DAC1 SCG1 YHR005C	472	UP000002311: Chromosome VIII
YHR012W	P38759	VPS29_YEAST	reviewed	Vacuolar protein sorting-associated protein 29 (Carboxypeptidase Y-deficient protein 11) (Vesicle protein sorting 29)	VPS29 PEP11 VTP6 YHR012W	282	UP000002311: Chromosome VIII
YHR013C	P07347	ARD1_YEAST	reviewed	N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.255) (Arrest-defective protein 1)	ARD1 YHR013C	238	UP000002311: Chromosome VIII
YHR014W	P23624	SPO13_YEAST	reviewed	Meiosis-specific protein SPO13 (Sporulation-specific protein 13)	SPO13 YHR014W	291	UP000002311: Chromosome VIII
YHR016C	P32793	YSC84_YEAST	reviewed	Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4)	YSC84 LSB4 YHR016C	468	UP000002311: Chromosome VIII
YHR023W	P08964	MYO1_YEAST	reviewed	Myosin-1 (Type II myosin)	MYO1 YHR023W	1928	UP000002311: Chromosome VIII
YHR024C	P11914	MPPA_YEAST	reviewed	Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (Matrix processing peptidase) (MPP) (Mitochondrial assembly protein 2) (Mitochondrial import function protein 2)	MAS2 MIF2 YHR024C	482	UP000002311: Chromosome VIII
YHR027C	P38764	RPN1_YEAST	reviewed	26S proteasome regulatory subunit RPN1 (HMG-CoA reductase degradation protein 2) (Proteasome non-ATPase subunit 1)	RPN1 HRD2 NAS1 RPD1 YHR027C	993	UP000002311: Chromosome VIII
YHR030C	Q00772	SLT2_YEAST	reviewed	Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)	SLT2 MPK1 YHR030C	484	UP000002311: Chromosome VIII
YHR034C	P38768	PIH1_YEAST	reviewed	Protein interacting with Hsp90 1 (Nucleolar protein 17)	PIH1 NOP17 YHR034C	344	UP000002311: Chromosome VIII
YHR035W	P38769	NEL1_YEAST	reviewed	GTPase-activating protein NEL1 (Non-ERES-localized SEC23 homolog 1)	NEL1 YHR035W	630	UP000002311: Chromosome VIII
YHR041C	P34162	MED20_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 20 (Hyper-recombination suppressor protein 2) (Mediator complex subunit 20) (Suppressor of RNA polymerase B 2)	SRB2 HRS2 MED20 YHR041C	210	UP000002311: Chromosome VIII
YHR061C	P38785	GIC1_YEAST	reviewed	GTPase-interacting component 1	GIC1 YHR061C	314	UP000002311: Chromosome VIII
YHR062C	P38786	RPP1_YEAST	reviewed	Ribonuclease P/MRP protein subunit RPP1 (EC 3.1.26.5) (RNA-processing protein RPP1) (RNaseP/MRP 32.2 kDa subunit)	RPP1 YHR062C	293	UP000002311: Chromosome VIII
YHR077C	P38798	NMD2_YEAST	reviewed	Nonsense-mediated mRNA decay protein 2 (Up-frameshift suppressor 2)	NMD2 IFS1 SUA1 UPF2 YHR077C	1089	UP000002311: Chromosome VIII
YHR084W	P13574	STE12_YEAST	reviewed	Protein STE12	STE12 YHR084W	688	UP000002311: Chromosome VIII
YHR089C	P28007	GAR1_YEAST	reviewed	H/ACA ribonucleoprotein complex subunit GAR1 (snoRNP protein GAR1)	GAR1 YHR089C	205	UP000002311: Chromosome VIII
YHR090C	P38806	YNG2_YEAST	reviewed	Chromatin modification-related protein YNG2 (ESA1-associated factor 4) (ING1 homolog 2)	YNG2 EAF4 NBN1 YHR090C	282	UP000002311: Chromosome VIII
YHR099W	P38811	TRA1_YEAST	reviewed	Transcription-associated protein 1 (p400 kDa component of SAGA)	TRA1 YHR099W	3744	UP000002311: Chromosome VIII
YHR107C	P32468	CDC12_YEAST	reviewed	Cell division control protein 12 (Septin)	CDC12 CLA10 PSL7 YHR107C	407	UP000002311: Chromosome VIII
YHR114W	P38822	BZZ1_YEAST	reviewed	Protein BZZ1 (LAS17-binding protein 7)	BZZ1 LSB7 YHR114W	633	UP000002311: Chromosome VIII
YHR122W	P38829	YHS2_YEAST	reviewed	MIP18 family protein YHR122W	YHR122W	231	UP000002311: Chromosome VIII
YHR129C	P38696	ARP1_YEAST	reviewed	Centractin (Actin-like protein) (Actin-related protein 1)	ARP1 ACT3 ACT5 YHR129C	384	UP000002311: Chromosome VIII
YHR135C	P23291	KC11_YEAST	reviewed	Casein kinase I homolog 1 (EC 2.7.11.1)	YCK1 CKI2 YHR135C	538	UP000002311: Chromosome VIII
YHR141C	P0CX28	RL44B_YEAST	reviewed	60S ribosomal protein L42-B (L41) (Large ribosomal subunit protein eL42-B) (Maintenance of killer protein 18) (YL27) (YP44)	RPL42B MAK18 RPL41B SCL41B YHR141C	106	UP000002311: Chromosome VIII
YHR158C	P38853	KEL1_YEAST	reviewed	Kelch repeat-containing protein 1	KEL1 YHR158C	1164	UP000002311: Chromosome VIII
YHR160C	P38855	PEX18_YEAST	reviewed	Peroxisomal membrane protein PEX18 (Peroxin-18)	PEX18 YHR160C	283	UP000002311: Chromosome VIII
YHR164C	P38859	DNA2_YEAST	reviewed	DNA replication ATP-dependent helicase/nuclease DNA2 [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	DNA2 YHR164C	1522	UP000002311: Chromosome VIII
YHR165C	P33334	PRP8_YEAST	reviewed	Pre-mRNA-splicing factor 8	PRP8 DBF3 DNA39 RNA8 SLT21 USA2 YHR165C	2413	UP000002311: Chromosome VIII
YHR166C	P16522	CDC23_YEAST	reviewed	Anaphase-promoting complex subunit CDC23 (Cell division control protein 23)	CDC23 YHR166C	626	UP000002311: Chromosome VIII
YHR170W	P38861	NMD3_YEAST	reviewed	60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)	NMD3 YHR170W	518	UP000002311: Chromosome VIII
YHR171W	P38862	ATG7_YEAST	reviewed	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (Cytoplasm to vacuole targeting protein 2)	ATG7 APG7 CVT2 YHR171W	630	UP000002311: Chromosome VIII
YHR172W	P38863	SPC97_YEAST	reviewed	Spindle pole body component SPC97	SPC97 YHR172W	823	UP000002311: Chromosome VIII
YHR174W	P00925	ENO2_YEAST	reviewed	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	ENO2 ENOB YHR174W	437	UP000002311: Chromosome VIII
YHR183W	P38720	6PGD1_YEAST	reviewed	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	GND1 YHR183W	489	UP000002311: Chromosome VIII
YHR185C	P38872	ADY1_YEAST	reviewed	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	PFS1 ADY1 YHR185C	237	UP000002311: Chromosome VIII
YHR193C	P38879	NACA_YEAST	reviewed	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)	EGD2 YHR193C	174	UP000002311: Chromosome VIII
YHR195W	P38881	NVJ1_YEAST	reviewed	Nucleus-vacuole junction protein 1	NVJ1 VAB36 YHR195W	321	UP000002311: Chromosome VIII
YIL004C	P22804	BET1_YEAST	reviewed	Protein transport protein BET1 (Suppressor of loss of YPT1 protein 12) (Protein SLY12)	BET1 SLY12 YIL004C YIA4C	142	UP000002311: Chromosome IX
YIL007C	P40555	PSMD9_YEAST	reviewed	Probable 26S proteasome regulatory subunit p27 (Proteasome non-ATPase subunit 2)	NAS2 YIL007C	220	UP000002311: Chromosome IX
YIL021W	P16370	RPB3_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (B44.5) (DNA-directed RNA polymerase II 45 kDa polypeptide)	RPB3 YIL021W	318	UP000002311: Chromosome IX
YIL022W	Q01852	TIM44_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM44 (Inner membrane import site protein 45) (ISP45) (Membrane import machinery protein MIM44) (Mitochondrial protein import protein 1)	TIM44 ISP45 MIM44 MPI1 YIL022W	431	UP000002311: Chromosome IX
YIL026C	P40541	SCC3_YEAST	reviewed	Cohesin subunit SCC3 (Irregular cell behavior protein 1)	IRR1 SCC3 YIL026C	1150	UP000002311: Chromosome IX
YIL033C	P07278	KAPR_YEAST	reviewed	cAMP-dependent protein kinase regulatory subunit (cAPK regulatory subunit) (Bypass of cyclase mutations protein 1) (Protein kinase A regulatory subunit) (PKA regulatory subunit)	BCY1 REG1 SRA1 YIL033C	416	UP000002311: Chromosome IX
YIL034C	P13517	CAPZB_YEAST	reviewed	F-actin-capping protein subunit beta	CAP2 YIL034C	287	UP000002311: Chromosome IX
YIL035C	P15790	CSK21_YEAST	reviewed	Casein kinase II subunit alpha (CK II subunit alpha) (EC 2.7.11.1)	CKA1 YIL035C	372	UP000002311: Chromosome IX
YIL046W	P39014	MET30_YEAST	reviewed	F-box protein MET30 (E3 ubiquitin ligase complex SCF(Met30) subunit MET30) (Methionine-requiring protein 30)	MET30 YIL046W	640	UP000002311: Chromosome IX
YIL050W	P40186	PCL7_YEAST	reviewed	PHO85 cyclin-7 (PHO85-associated protein 1)	PCL7 PAP1 YIL050W	285	UP000002311: Chromosome IX
YIL061C	Q00916	RU17_YEAST	reviewed	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)	SNP1 YIL061C	300	UP000002311: Chromosome IX
YIL063C	P40517	YRB2_YEAST	reviewed	Ran-specific GTPase-activating protein 2 (Ran-binding protein 2) (RANBP2)	YRB2 YIL063C	327	UP000002311: Chromosome IX
YIL066C	P21672	RIR3_YEAST	reviewed	Ribonucleoside-diphosphate reductase large chain 2 (EC 1.17.4.1) (Ribonucleotide reductase DNA damage-inducible regulatory subunit 2) (Ribonucleotide reductase R1 subunit 2) (Ribonucleotide reductase large subunit 2)	RNR3 DIN1 YIL066C	869	UP000002311: Chromosome IX
YIL072W	P20050	HOP1_YEAST	reviewed	Meiosis-specific protein HOP1	HOP1 YIL072W	605	UP000002311: Chromosome IX
YIL095W	P40494	PRK1_YEAST	reviewed	Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1)	PRK1 PAK1 YIL095W	810	UP000002311: Chromosome IX
YIL109C	P40482	SEC24_YEAST	reviewed	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	SEC24 ANU1 YIL109C	926	UP000002311: Chromosome IX
YIL115C	P40477	NU159_YEAST	reviewed	Nucleoporin NUP159 (Nuclear pore protein NUP159)	NUP159 NUP158 RAT7 YIL115C	1460	UP000002311: Chromosome IX
YIL126W	P32597	STH1_YEAST	reviewed	Nuclear protein STH1/NPS1 (EC 3.6.4.12) (ATP-dependent helicase STH1) (Chromatin structure-remodeling complex protein STH1) (SNF2 homolog)	STH1 NPS1 YIL126W	1359	UP000002311: Chromosome IX
YIL129C	P40468	TAO3_YEAST	reviewed	Cell morphogenesis protein PAG1 (Protein TAO3)	TAO3 PAG1 YIL129C	2376	UP000002311: Chromosome IX
YIL133C	P26784	RL16A_YEAST	reviewed	60S ribosomal protein L16-A (L13a) (L21) (Large ribosomal subunit protein uL13-A) (RP22) (YL15)	RPL16A RPL13 RPL21A YIL133C	199	UP000002311: Chromosome IX
YIL139C	P38927	REV7_YEAST	reviewed	DNA polymerase zeta processivity subunit (Revertibility protein 7)	REV7 YIL139C	245	UP000002311: Chromosome IX
YIL144W	P40460	NDC80_YEAST	reviewed	Kinetochore protein NDC80 (80 kDa spindle component protein) (Nuclear division cycle protein 80) (Two-hybrid interaction with DMC1 protein 3)	NDC80 HEC1 TID3 YIL144W	691	UP000002311: Chromosome IX
YIL147C	P39928	SLN1_YEAST	reviewed	Osmosensing histidine protein kinase SLN1 (EC 2.7.13.3) (Osmolarity two-component system protein SLN1) (Tyrosine phosphatase-dependent protein 2)	SLN1 YPD2 YIL147C	1220	UP000002311: Chromosome IX
YIL148W	P0CH08	RL40A_YEAST	reviewed	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40-A (CEP52) (Large ribosomal subunit protein eL40-A)]	RPL40A UBI1 YIL148W	128	UP000002311: Chromosome IX
YIL156W	P40453	UBP7_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	UBP7 YIL156W	1071	UP000002311: Chromosome IX
YIL159W	P40450	BNR1_YEAST	reviewed	BNI1-related protein 1	BNR1 YIL159W	1375	UP000002311: Chromosome IX
YIL173W	P40438	VTH1_YEAST	reviewed	VPS10 homolog 1 (Sortilin VTH1)	VTH1 YIL173W	1549	UP000002311: Chromosome IX
YIR003W	P40563	AIM21_YEAST	reviewed	Altered inheritance of mitochondria protein 21	AIM21 YIR003W YIB3W	679	UP000002311: Chromosome IX
YIR005W	P40565	IST3_YEAST	reviewed	U2 snRNP component IST3 (Increased sodium tolerance protein 3) (U2 snRNP protein SNU17)	IST3 SNU17 YIR005W YIB5W	148	UP000002311: Chromosome IX
YIR006C	P32521	PAN1_YEAST	reviewed	Actin cytoskeleton-regulatory complex protein PAN1 (Mitochondrial distribution of proteins protein 3)	PAN1 DIM2 MDP3 MIP3 YIR006C YIB6C	1480	UP000002311: Chromosome IX
YIR008C	P10363	PRI1_YEAST	reviewed	DNA primase small subunit (EC 2.7.7.-) (DNA polymerase alpha:primase complex p48 subunit) (DNA polymerase-primase complex p48 subunit) (Pol alpha-primase complex p48 subunit) (DNA primase 48 kDa subunit)	PRI1 YIR008C YIB8C	409	UP000002311: Chromosome IX
YIR012W	P35184	SQT1_YEAST	reviewed	Ribosome assembly protein SQT1	SQT1 YIR012W YIB12W	431	UP000002311: Chromosome IX
YIR017C	P40573	MET28_YEAST	reviewed	Transcriptional activator of sulfur metabolism MET28 (Methionine-requiring protein 28)	MET28 YIR017C	187	UP000002311: Chromosome IX
YIR018W	P40574	YAP5_YEAST	reviewed	AP-1-like transcription factor YAP5	YAP5 YIR018W	245	UP000002311: Chromosome IX
YIR022W	P15367	SEC11_YEAST	reviewed	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Secretory protein 11) (Signal peptidase I)	SEC11 YIR022W	167	UP000002311: Chromosome IX
YIR038C	P40582	GST1_YEAST	reviewed	Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I)	GTT1 YIR038C	234	UP000002311: Chromosome IX
YJL001W	P38624	PSB1_YEAST	reviewed	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3) (Proteasome component PRE3) (Proteinase YSCE subunit PRE3)	PRE3 YJL001W J1407	215	UP000002311: Chromosome X
YJL005W	P08678	CYAA_YEAST	reviewed	Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)	CYR1 CDC35 HSR1 SRA4 YJL005W J1401	2026	UP000002311: Chromosome X
YJL006C	P46962	CTK2_YEAST	reviewed	CTD kinase subunit beta (CTDK-I subunit beta) (CTD kinase 38 kDa subunit) (CTD kinase subunit 2)	CTK2 YJL006C J1390	323	UP000002311: Chromosome X
YJL013C	P47074	MAD3_YEAST	reviewed	Spindle assembly checkpoint component MAD3 (Mitotic MAD3 protein)	MAD3 YJL013C J1341	515	UP000002311: Chromosome X
YJL020C	P47068	BBC1_YEAST	reviewed	Myosin tail region-interacting protein MTI1 (Protein BBC1)	BBC1 MTI1 YJL020C J1286 J1305 YJL021C	1157	UP000002311: Chromosome X
YJL024C	P47064	AP3S_YEAST	reviewed	AP-3 complex subunit sigma (AP-3 complex sigma3A subunit) (Adaptor-related protein complex 3 subunit sigma) (Clathrin-associated/assembly/adaptor protein, small 3) (Sigma-adaptin 3A) (Sigma3-adaptin)	APS3 YKS7 YJL024C J1274	194	UP000002311: Chromosome X
