GenomeID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YEL054C	P0CX53	RL12A_YEAST	reviewed	60S ribosomal protein L12-A (L15) (Large ribosomal subunit protein uL11-A) (YL23)	RPL12A RPL15B YEL054C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165
YEL056W	P39984	HAT2_YEAST	reviewed	Histone acetyltransferase type B subunit 2	HAT2 YEL056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
YEL060C	P09232	PRTB_YEAST	reviewed	Cerevisin (EC 3.4.21.48) (Proteinase YSCB) (Vacuolar protease B) (PrB)	PRB1 YEL060C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	635
YEL062W	P39923	NPR2_YEAST	reviewed	Nitrogen permease regulator 2	NPR2 YEL062W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	615
YEL066W	P39979	HPA3_YEAST	reviewed	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36) (EC 2.3.1.48) (Histone and other protein acetyltransferase 3)	HPA3 YEL066W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
YEL068C	P39977	YEH8_YEAST	reviewed	Uncharacterized protein YEL068C	YEL068C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
YEL072W	P39975	RMD6_YEAST	reviewed	Sporulation protein RMD6 (Required for meiotic nuclear division protein 6)	RMD6 YEL072W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231
YER009W	P33331	NTF2_YEAST	reviewed	Nuclear transport factor 2 (NTF-2) (Nuclear transport factor P10)	NTF2 YER009W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125
YER010C	P40011	RRAAH_YEAST	reviewed	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	YER010C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
YER015W	P39518	LCF2_YEAST	reviewed	Long-chain-fatty-acid--CoA ligase 2 (EC 6.2.1.3) (Fatty acid activator 2) (Long-chain acyl-CoA synthetase 2)	FAA2 FAM1 YER015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	744
YER016W	P40013	BIM1_YEAST	reviewed	Protein BIM1	BIM1 YER016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
YER017C	P39925	AFG3_YEAST	reviewed	Mitochondrial respiratory chain complexes assembly protein AFG3 (EC 3.4.24.-) (ATPase family gene 3 protein) (Tat-binding homolog 10)	AFG3 YTA10 YER017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	761
YER018C	P40014	SPC25_YEAST	reviewed	Kinetochore protein SPC25	SPC25 YER018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
YER019W	P40015	ISC1_YEAST	reviewed	Inositol phosphosphingolipids phospholipase C (IPS phospholipase C) (IPS-PLC) (EC 3.1.4.-) (Neutral sphingomyelinase) (N-SMase) (nSMase)	ISC1 YER019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	477
YER021W	P40016	RPN3_YEAST	reviewed	26S proteasome regulatory subunit RPN3	RPN3 SUN2 YER021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
YER022W	P32569	MED17_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4)	SRB4 MED17 YER022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
YER023W	P32263	P5CR_YEAST	reviewed	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)	PRO3 ORE2 YER023W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
YER024W	P40017	YAT2_YEAST	reviewed	Carnitine O-acetyltransferase YAT2 (EC 2.3.1.7)	YAT2 YER024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	923
YER025W	P32481	IF2G_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit gamma (eIF-2-gamma) (EC 3.6.5.3)	GCD11 SUI4 TIF213 YER025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
YER026C	P08456	PSS_YEAST	reviewed	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	CHO1 PSS PSS1 YER026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	276
YER027C	Q04739	GAL83_YEAST	reviewed	SNF1 protein kinase subunit beta-3 (Glucose repression protein GAL83) (Protein SPM1)	GAL83 SPM1 YER027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
YER038C	P40026	KRE29_YEAST	reviewed	DNA repair protein KRE29 (Killer toxin-resistance protein 29)	KRE29 YER038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464
YER039C	P0CE11	GMT2_YEAST	reviewed	Probable GDP-mannose transporter 2 (GMT 2)	HVG1 YEM9 YER039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249
YER043C	P39954	SAHH_YEAST	reviewed	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	SAH1 YER043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	449
YER047C	P39955	SAP1_YEAST	reviewed	Protein SAP1 (SIN1-associated protein)	SAP1 YER047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	897
YER052C	P10869	AK_YEAST	reviewed	Aspartokinase (EC 2.7.2.4) (Aspartate kinase)	HOM3 YER052C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
YER059W	P40038	PCL6_YEAST	reviewed	PHO85 cyclin-6	PCL6 YER059W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420
YER062C	P40106	GPP2_YEAST	reviewed	Glycerol-1-phosphate phosphohydrolase 2 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 2) (Hyperosmolarity-responsive protein 2)	GPP2 HOR2 YER062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
YER063W	P40040	THO1_YEAST	reviewed	Protein THO1	THO1 YER063W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	218
YER065C	P28240	ACEA_YEAST	reviewed	Isocitrate lyase (ICL) (EC 4.1.3.1) (Methylisocitrate lyase) (MICA) (EC 4.1.3.30) (Threo-D(S)-isocitrate glyoxylate-lyase)	ICL1 YER065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	557
YER070W	P21524	RIR1_YEAST	reviewed	Ribonucleoside-diphosphate reductase large chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit 1) (Ribonucleotide reductase large subunit 1)	RNR1 CRT7 RIR1 SDS12 YER070W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	888
YER071C	P40045	TDA2_YEAST	reviewed	Topoisomerase I damage affected protein 2	TDA2 YER071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
YER079W	P40052	YEQ9_YEAST	reviewed	Uncharacterized protein YER079W	YER079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YER081W	P40054	SERA_YEAST	reviewed	D-3-phosphoglycerate dehydrogenase 1 (3-PGDH 1) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	SER3 YER081W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469
YER086W	P00927	THDH_YEAST	reviewed	Threonine dehydratase, mitochondrial (EC 4.3.1.19) (Threonine deaminase)	ILV1 YER086W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
YER090W	P00899	TRPE_YEAST	reviewed	Anthranilate synthase component 1 (EC 4.1.3.27) (Anthranilate synthase component I)	TRP2 YER090W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
YER092W	P40060	IES5_YEAST	reviewed	Ino eighty subunit 5	IES5 YER092W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125
YER093C	P40061	TSC11_YEAST	reviewed	Target of rapamycin complex 2 subunit TSC11 (TORC2 subunit TSC11) (Adheres voraciously to TOR2 protein 3) (Temperature-sensitive CSG2 suppressor protein 11)	TSC11 AVO3 YER093C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1430
YER095W	P25454	RAD51_YEAST	reviewed	DNA repair protein RAD51	RAD51 YER095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
YER096W	P39000	SHC1_YEAST	reviewed	Protein SHC1 (Sporulation-specific homolog of CSD4)	SHC1 YER096W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	512
YER099C	P38620	KPR2_YEAST	reviewed	Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 2)	PRS2 PRPS2 PRS YER099C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
YER101C	P39945	AST2_YEAST	reviewed	Protein AST2	AST2 YER101C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430
YER102W	P0CX40	RS8B_YEAST	reviewed	40S ribosomal protein S8-B (RP19) (S14) (Small ribosomal subunit protein eS8-B) (YS9)	RPS8B RPS14B YER102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
YER105C	P40064	NU157_YEAST	reviewed	Nucleoporin NUP157 (Nuclear pore protein NUP157)	NUP157 YER105C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1391
YER106W	P40065	MAM1_YEAST	reviewed	Monopolin complex subunit MAM1 (Monopolar microtubule attachment during meiosis 1 protein 1)	MAM1 YER106W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302
YER107C	P40066	GLE2_YEAST	reviewed	Nucleoporin GLE2 (Nuclear pore protein GLE2) (poly(A) RNA export protein RAE1)	GLE2 RAE1 YER107C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
YER112W	P40070	LSM4_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm4	LSM4 SDB23 USS1 YER112W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187
YER116C	P40072	SLX8_YEAST	reviewed	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SLX8) (Synthetic lethal of unknown function protein 8)	SLX8 YER116C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
YER118C	P40073	SHO1_YEAST	reviewed	High osmolarity signaling protein SHO1 (Osmosensor SHO1) (Suppressor of SUA8-1 mutation) (Synthetic high osmolarity-sensitive protein 1)	SHO1 SSU81 YER118C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367
YER125W	P39940	RSP5_YEAST	reviewed	E3 ubiquitin-protein ligase RSP5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase RSP5) (Reverses SPT-phenotype protein 5)	RSP5 MDP1 NPI1 YER125W SYGP-ORF41	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809
YER126C	P40078	NSA2_YEAST	reviewed	Ribosome biogenesis protein NSA2 (NOP7-associated protein 2)	NSA2 YER126C SYGP-ORF47	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261
YER127W	P40079	LCP5_YEAST	reviewed	U3 small nucleolar ribonucleoprotein protein LCP5	LCP5 YER127W SYGP-ORF43	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357
YER128W	P40080	VFA1_YEAST	reviewed	VPS4-associated protein 1	VFA1 YER128W SYGP-ORF44	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203
YER130C	P39959	YEW0_YEAST	reviewed	Zinc finger protein YER130C	YER130C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443
YER131W	P39939	RS26B_YEAST	reviewed	40S ribosomal protein S26-B (Small ribosomal subunit protein eS26-B)	RPS26B YER131W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119
YER133W	P32598	PP12_YEAST	reviewed	Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16)	GLC7 CID1 DIS2 YER133W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
YER134C	P40081	MGDP1_YEAST	reviewed	Putative magnesium-dependent phosphatase YER134C (EC 3.1.3.48)	YER134C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	178
YER143W	P40087	DDI1_YEAST	reviewed	DNA damage-inducible protein 1 (EC 3.4.23.-) (v-SNARE-master 1)	DDI1 VSM1 YER143W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
YER144C	P39944	UBP5_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	UBP5 YER144C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	805
YER146W	P40089	LSM5_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm5	LSM5 YER146W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	93
YER149C	P40091	PEA2_YEAST	reviewed	Protein PEA2 (Protein PPF2)	PEA2 PPF2 YER149C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420
YER150W	P40092	SPI1_YEAST	reviewed	Uncharacterized cell wall protein SPI1 (Stationary phase-induced protein 1)	SPI1 YER150W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YER151C	Q01477	UBP3_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	UBP3 YER151C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	912
YER157W	P40094	COG3_YEAST	reviewed	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Protein SEC34)	COG3 GRD20 SEC34 YER157W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	801
YER159C	P40096	NCB1_YEAST	reviewed	Negative cofactor 2 complex subunit alpha (NC2 complex subunit alpha) (Transcription repressor BUR6)	BUR6 NCB1 YER159C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142
YER174C	P32642	GLRX4_YEAST	reviewed	Monothiol glutaredoxin-4	GRX4 YER174C SYGP-ORF64	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244
YER177W	P29311	BMH1_YEAST	reviewed	Protein BMH1	BMH1 YER177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
YER179W	P25453	DMC1_YEAST	reviewed	Meiotic recombination protein DMC1	DMC1 ISC2 YER179W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334
YER180C	P32645	ISC10_YEAST	reviewed	Meiosis-specific protein ISC10	ISC10 YER180C SYGP-ORF62	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
YER182W	P40098	FMP10_YEAST	reviewed	Uncharacterized mitochondrial membrane protein FMP10	FMP10 YER182W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244
YER184C	P39961	TOG1_YEAST	reviewed	Transcription factor TOG1 (Transcriptional regulator of oleate 1)	TOG1 YER184C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	794
YER188W	P40103	YE18_YEAST	reviewed	Uncharacterized protein YER188W	YER188W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239
YFL003C	P40965	MSH4_YEAST	reviewed	MutS protein homolog 4	MSH4 YFL003C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	878
YFL009W	P07834	CDC4_YEAST	reviewed	Cell division control protein 4 (E3 ubiquitin ligase complex SCF subunit CDC4) (F-box protein CDC4)	CDC4 YFL009W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
YFL010C	P43582	WWM1_YEAST	reviewed	WW domain-containing protein WWM1 (WW domain-containing protein interacting with metacaspase)	WWM1 YFL010C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211
YFL017C	P43577	GNA1_YEAST	reviewed	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	GNA1 PAT1 YFL017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159
YFL018C	P09624	DLDH_YEAST	reviewed	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine decarboxylase complex subunit L) (Lipoamide dehydrogenase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex E3 component)	LPD1 DHLP1 YFL018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	499
YFL023W	P43573	BUD27_YEAST	reviewed	Bud site selection protein 27	BUD27 URI YFL023W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
YFL024C	P43572	EPL1_YEAST	reviewed	Enhancer of polycomb-like protein 1	EPL1 YFL024C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	832
YFL028C	P43569	CAF16_YEAST	reviewed	CCR4-associated factor 16	CAF16 YFL028C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	289
YFL029C	P43568	CAK1_YEAST	reviewed	Serine/threonine-protein kinase CAK1 (EC 2.7.11.22) (CDK-activating kinase)	CAK1 CIV1 YFL029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YFL037W	P02557	TBB_YEAST	reviewed	Tubulin beta chain (Beta-tubulin)	TUB2 YFL037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457
YFL038C	P01123	YPT1_YEAST	reviewed	GTP-binding protein YPT1 (Protein YP2) (Rab GTPase YPT1) (Transport GTPase YPT1)	YPT1 YP2 YFL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206
YFL039C	P60010	ACT_YEAST	reviewed	Actin	ACT1 ABY1 END7 YFL039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YFL042C	P43560	LAM5_YEAST	reviewed	Membrane-anchored lipid-binding protein LAM5 (Lipid transfer at contact site protein 2) (Lipid transfer protein anchored at membrane contact sites 1)	LAM5 LTC2 YFL042C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674
YFL044C	P43558	OTU1_YEAST	reviewed	Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (OTU domain-containing protein 1)	OTU1 YFL044C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	301
YFL045C	P07283	PMM_YEAST	reviewed	Phosphomannomutase (PMM) (EC 5.4.2.8)	SEC53 ALG4 YFL045C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
YFL047W	P43556	RGD2_YEAST	reviewed	Rho-GTPase-activating protein RGD2	RGD2 YFL047W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	714
YFL056C	P43547	AAD6_YEAST	reviewed	Putative aryl-alcohol dehydrogenase AAD6 (EC 1.1.1.-)	AAD6 YFL056C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	212
YFL059W	P43545	SNZ3_YEAST	reviewed	Probable pyridoxal 5'-phosphate synthase subunit SNZ3 (PLP synthase subunit SNZ3) (EC 4.3.3.6) (PDX1 homolog 3) (Pdx1.3)	SNZ3 YFL059W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
YFL060C	P43544	SNO3_YEAST	reviewed	Probable pyridoxal 5'-phosphate synthase subunit SNO3 (EC 4.3.3.6) (PDX2 homolog 3) (Pdx2.3) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO3 YFL060C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
YFL061W	P0CH63	DDI2_YEAST	reviewed	Cyanamide hydratase DDI2 (CAH) (EC 4.2.1.69) (DNA damage-inducible protein 2)	DDI2 YFL061W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225
YFR002W	P34077	NIC96_YEAST	reviewed	Nucleoporin NIC96 (96 kDa nucleoporin-interacting component) (Nuclear pore protein NIC96)	NIC96 YFR002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	839
YFR007W	P43591	YFH7_YEAST	reviewed	ATP-dependent kinase YFH7 (EC 2.7.1.-) (Altered inheritance of mitochondria protein 12)	YFH7 AIM12 YFR007W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
YFR008W	P43592	FAR7_YEAST	reviewed	Factor arrest protein 7	FAR7 YFR008W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
YFR015C	P23337	GYS1_YEAST	reviewed	Glycogen [starch] synthase isoform 1 (EC 2.4.1.11)	GSY1 YFR015C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	708
YFR017C	P43598	IGD1_YEAST	reviewed	Inhibitor of glycogen debranching 1	IGD1 YFR017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195
YFR027W	P43605	ECO1_YEAST	reviewed	N-acetyltransferase ECO1 (EC 2.3.1.-) (Chromosome transmission fidelity protein 7) (Establishment of cohesion protein 1)	ECO1 CTF7 YFR027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281
YFR033C	P00127	QCR6_YEAST	reviewed	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VI) (Cytochrome c1 non-heme 17 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c oxidoreductase subunit 6) (Ubiquinol-cytochrome c reductase 17 kDa protein)	QCR6 UCR6 YFR033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
YFR034C	P07270	PHO4_YEAST	reviewed	Phosphate system positive regulatory protein PHO4	PHO4 YFR034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
YFR036W	P14724	CDC26_YEAST	reviewed	Anaphase-promoting complex subunit CDC26 (Cell division control protein 26)	CDC26 HIT3 SCD26 YFR036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124
YFR037C	P43609	RSC8_YEAST	reviewed	Chromatin structure-remodeling complex protein RSC8 (Remodel the structure of chromatin complex subunit 8) (SWI3 homolog)	RSC8 SWH3 YFR037C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	557
YFR042W	P43614	KEG1_YEAST	reviewed	Beta-1,6-glucan synthesis-associated protein KEG1 (KRE6-binding ER protein responsible for glucan synthesis protein 1)	KEG1 YFR042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
YFR043C	P43615	IRC6_YEAST	reviewed	Increased recombination centers protein 6	IRC6 YFR043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YFR047C	P43619	NADC_YEAST	reviewed	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	BNA6 QPT1 YFR047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
YFR049W	P19955	RT31_YEAST	reviewed	37S ribosomal protein YMR-31, mitochondrial	YMR31 YFR049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123
YFR052W	P32496	RPN12_YEAST	reviewed	26S proteasome regulatory subunit RPN12 (Nuclear integrity protein 1)	RPN12 NIN1 YFR052W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
